,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,Game,Player Position
272,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,14,Sunderland,Duncan Watmore,19913.00,7.80,72.00,4.00,1.00,,0.00,1.00,1.00,9.00,2.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,Tranmere Rovers 22/10/2019,MID
273,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,14,Sunderland,Duncan Watmore,19913.00,6.40,60.00,1.00,0.00,,0.00,0.00,0.00,10.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,Shrewsbury 26/10/2019,MID
274,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,14,Sunderland,Duncan Watmore,19913.00,6.80,28.00,3.00,0.00,,0.00,0.00,0.00,7.00,1.00,87.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,Southend United 02/11/2019,MID
275,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,14,Sunderland,Duncan Watmore,19913.00,6.70,24.00,1.00,0.00,,0.00,0.00,0.00,11.00,1.00,100.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,Coventry City 23/11/2019,MID
276,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,14,Sunderland,Duncan Watmore,19913.00,6.60,90.00,3.00,2.00,,0.00,0.00,0.00,25.00,0.00,80.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,Burton Albion 26/11/2019,MID
277,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,14,Sunderland,Duncan Watmore,19913.00,6.20,72.00,1.00,0.00,3.00,0.00,0.00,0.00,19.00,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Blackpool 14/12/2019,MID
278,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,14,Sunderland,Duncan Watmore,19913.00,6.60,65.00,1.00,0.00,,0.00,0.00,0.00,15.00,1.00,88.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,Bolton 26/12/2019,MID
279,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,14,Sunderland,Duncan Watmore,19913.00,6.80,23.00,2.00,0.00,,0.00,0.00,0.00,6.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,Fleetwood Town 01/01/2020,MID
280,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,14,Sunderland,Duncan Watmore,19913.00,6.60,10.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Doncaster 29/12/2019,MID
281,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,14,Sunderland,Duncan Watmore,19913.00,6.50,26.00,0.00,0.00,,0.00,0.00,0.00,4.00,0.00,66.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Lincoln City 04/01/2020,MID
282,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 11/01/2020,MID
283,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,14,Sunderland,Duncan Watmore,19913.00,6.60,18.00,2.00,2.00,,0.00,0.00,0.00,5.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Doncaster 24/01/2020,MID
284,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 29/01/2020,MID
285,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,14,Sunderland,Duncan Watmore,19913.00,6.60,21.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,Portsmouth 01/02/2020,MID
286,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,,Sunderland,Duncan Watmore,19913.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 08/02/2020,MID
287,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,14,Sunderland,Duncan Watmore,19913.00,6.50,12.00,0.00,0.00,,0.00,0.00,0.00,3.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Rochdale 11/02/2020,MID
288,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,18,Sunderland,George Dobson,20436.00,6.70,90.00,0.00,0.00,,0.00,0.00,0.00,30.00,1.00,75.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,Ipswich Town 10/08/2019,MID
289,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Portsmouth 17/08/2019,MID
290,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale 20/08/2019,MID
291,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,18,Sunderland,George Dobson,20436.00,6.60,8.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,50.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AFC Wimbledon 24/08/2019,MID
292,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,18,Sunderland,George Dobson,20436.00,6.70,12.00,0.00,0.00,,0.00,0.00,0.00,7.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,P'borough Utd 31/08/2019,MID
293,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,18,Sunderland,George Dobson,20436.00,6.60,90.00,2.00,0.00,,0.00,0.00,0.00,34.00,0.00,75.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,Acc'ton Stanley 14/09/2019,MID
294,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,18,Sunderland,George Dobson,20436.00,6.70,90.00,0.00,0.00,,0.00,0.00,0.00,17.00,0.00,68.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,Rotherham Utd 17/09/2019,MID
295,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,18,Sunderland,George Dobson,20436.00,6.30,90.00,0.00,0.00,,0.00,0.00,0.00,38.00,1.00,86.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,Bolton 21/09/2019,MID
296,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,18,Sunderland,George Dobson,20436.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,2.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MK Dons 28/09/2019,MID
297,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
298,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,18,Sunderland,George Dobson,20436.00,6.70,90.00,1.00,0.00,,0.00,0.00,0.00,26.00,0.00,83.00,2.00,2.00,1.00,0.00,0.00,2.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,Gillingham 07/12/2019,MID
299,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,18,Sunderland,George Dobson,20436.00,7.20,90.00,0.00,0.00,,0.00,0.00,0.00,25.00,0.00,86.00,7.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,0.00,1.00,0.00,MK Dons 18/01/2020,MID
300,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,18,Sunderland,George Dobson,20436.00,7.20,76.00,1.00,0.00,,0.00,0.00,0.00,41.00,1.00,83.00,1.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,Fleetwood Town 25/02/2020,MID
301,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,18,Sunderland,George Dobson,20436.00,7.50,90.00,0.00,0.00,,0.00,0.00,0.00,49.00,1.00,96.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,Bristol Rovers 22/02/2020,MID
302,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,18,Sunderland,George Dobson,20436.00,7.40,90.00,0.00,0.00,,0.00,0.00,0.00,31.00,0.00,86.00,3.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,Oxford United 15/02/2020,MID
303,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Wycombe 19/10/2019,MID
304,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,18,Sunderland,George Dobson,20436.00,7.10,90.00,2.00,0.00,,0.00,0.00,0.00,41.00,0.00,83.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,Tranmere Rovers 22/10/2019,MID
305,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,18,Sunderland,George Dobson,20436.00,7.30,90.00,2.00,0.00,,0.00,0.00,0.00,61.00,1.00,84.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,0.00,1.00,0.00,Shrewsbury 26/10/2019,MID
306,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,18,Sunderland,George Dobson,20436.00,7.60,90.00,0.00,0.00,,0.00,0.00,0.00,43.00,0.00,82.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,Southend United 02/11/2019,MID
307,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,18,Sunderland,George Dobson,20436.00,7.00,90.00,1.00,0.00,,0.00,0.00,0.00,29.00,1.00,74.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,Coventry City 23/11/2019,MID
308,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Burton Albion 26/11/2019,MID
309,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,18,Sunderland,George Dobson,20436.00,5.60,74.00,0.00,0.00,,0.00,0.00,0.00,27.00,0.00,81.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,1.00,2.00,0.00,Blackpool 14/12/2019,MID
310,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,,Sunderland,George Dobson,20436.00,,,,,,,,,,,,,,,,,,,,,,,,,Bolton 26/12/2019,MID
311,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1,1,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215,PP,15,18,Sunderland,George Dobson,20436.00,7.30,78.00,2.00,0.00,,0.00,0.00,0.00,32.00,1.00,82.00,3.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,1.00,0.00,Fleetwood Town 01/01/2020,MID
312,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2,1,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202,PP,13,18,Sunderland,George Dobson,20436.00,6.80,90.00,1.00,0.00,,0.00,0.00,0.00,34.00,0.00,68.00,5.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,Doncaster 29/12/2019,MID
313,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3,1,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233,PP,13,18,Sunderland,George Dobson,20436.00,7.20,90.00,0.00,0.00,,0.00,0.00,0.00,54.00,1.00,93.00,7.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00,0.00,0.00,0.00,Lincoln City 04/01/2020,MID
314,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4,0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245,PP,10,18,Sunderland,George Dobson,20436.00,7.30,90.00,0.00,0.00,,0.00,0.00,0.00,31.00,0.00,67.00,3.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00,Wycombe 11/01/2020,MID
315,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0,0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269,PP,8,18,Sunderland,George Dobson,20436.00,7.00,90.00,1.00,0.00,,0.00,0.00,0.00,38.00,0.00,79.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,Doncaster 24/01/2020,MID
316,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1,0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279,PP,7,18,Sunderland,George Dobson,20436.00,7.00,90.00,0.00,0.00,,0.00,0.00,0.00,34.00,1.00,73.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,1.00,0.00,Tranmere Rovers 29/01/2020,MID
317,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0,2,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290,PP,9,18,Sunderland,George Dobson,20436.00,6.80,90.00,0.00,0.00,,0.00,0.00,0.00,30.00,0.00,75.00,2.00,2.00,2.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00,1.00,0.00,Portsmouth 01/02/2020,MID
318,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1,0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303,PP,8,18,Sunderland,George Dobson,20436.00,7.10,90.00,1.00,0.00,,0.00,0.00,0.00,37.00,1.00,86.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,Ipswich Town 08/02/2020,MID
319,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3,0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315,PP,7,18,Sunderland,George Dobson,20436.00,7.00,90.00,0.00,0.00,,0.00,0.00,0.00,50.00,0.00,89.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,Rochdale 11/02/2020,MID
320,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1,1,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939,JR,14,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Ipswich Town 10/08/2019,MID
321,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2,1,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955,JR,9,23,Sunderland,Grant Leadbitter,19904.00,7.60,90.00,0.00,0.00,,0.00,1.00,0.00,29.00,1.00,70.00,5.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,Portsmouth 17/08/2019,MID
322,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2,1,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966,JR,6,23,Sunderland,Grant Leadbitter,19904.00,7.10,90.00,1.00,0.00,,0.00,0.00,0.00,25.00,0.00,80.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,Rochdale 20/08/2019,MID
323,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3,1,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979,JR,4,23,Sunderland,Grant Leadbitter,19904.00,7.50,90.00,0.00,0.00,,0.00,0.00,0.00,57.00,3.00,89.00,1.00,1.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,AFC Wimbledon 24/08/2019,MID
324,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0,3,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991,JR,6,23,Sunderland,Grant Leadbitter,19904.00,6.70,90.00,0.00,0.00,,0.00,0.00,0.00,39.00,2.00,88.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,P'borough Utd 31/08/2019,MID
325,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3,1,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007,JR,6,23,Sunderland,Grant Leadbitter,19904.00,6.50,75.00,0.00,0.00,,0.00,0.00,0.00,31.00,1.00,79.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,0.00,1.00,0.00,Acc'ton Stanley 14/09/2019,MID
326,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1,1,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026,JR,5,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham Utd 17/09/2019,MID
327,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1,1,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032,JR,5,23,Sunderland,Grant Leadbitter,19904.00,7.50,74.00,1.00,0.00,,0.00,0.00,0.00,47.00,4.00,95.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,Bolton 21/09/2019,MID
328,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2,1,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053,JR,5,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 28/09/2019,MID
329,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0,2,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061,JR,6,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln City 05/10/2019,MID
330,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0,1,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157,PP,12,23,Sunderland,Grant Leadbitter,19904.00,7.50,90.00,0.00,0.00,,0.00,0.00,0.00,37.00,1.00,78.00,4.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,Gillingham 07/12/2019,MID
331,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1,0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254,PP,6,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,MK Dons 18/01/2020,MID
332,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1,1,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077,PP,7,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Fleetwood Town 25/02/2020,MID
333,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3,0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340,PP,5,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Bristol Rovers 22/02/2020,MID
334,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1,0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325,PP,7,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Oxford United 15/02/2020,MID
335,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0,1,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089,PP,9,23,Sunderland,Grant Leadbitter,19904.00,6.40,70.00,0.00,0.00,,0.00,0.00,0.00,18.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,Wycombe 19/10/2019,MID
336,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5,0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100,PP,6,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Tranmere Rovers 22/10/2019,MID
337,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0,1,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111,PP,10,,Sunderland,Grant Leadbitter,19904.00,,,,,,,,,,,,,,,,,,,,,,,,,Shrewsbury 26/10/2019,MID
338,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1,0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124,PP,7,23,Sunderland,Grant Leadbitter,19904.00,6.60,9.00,0.00,0.00,,0.00,0.00,0.00,3.00,0.00,42.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Southend United 02/11/2019,MID
339,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1,1,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148,PP,12,23,Sunderland,Grant Leadbitter,19904.00,7.50,90.00,0.00,0.00,,0.00,1.00,0.00,58.00,1.00,87.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,Coventry City 23/11/2019,MID
340,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1,2,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003,PP,10,23,Sunderland,Grant Leadbitter,19904.00,7.00,80.00,0.00,0.00,,0.00,0.00,0.00,38.00,1.00,79.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,Burton Albion 26/11/2019,MID
341,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1,1,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172,PP,12,23,Sunderland,Grant Leadbitter,19904.00,6.60,11.00,1.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Blackpool 14/12/2019,MID
342,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0,0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197,PP,15,23,Sunderland,Grant Leadbitter,19904.00,7.30,90.00,0.00,0.00,,0.00,0.00,0.00,50.00,2.00,78.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,Bolton 26/12/2019,MID
